Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A;B365CH;B365CD;B365CA;AvgH;AvgD;AvgA;i ;Champion;ChampionshipAchieved;Win;Home;B365WinProb;B365CWinProb;AvgWinProb;GoalDiff;Points;AbsDays;Days
D1;18.10.19;Ein Frankfurt;Leverkusen;3;0;H;2.75;3.9;2.3;2.7;3.8;2.37;2.85;3.79;2.32;H;0;0;1;1;0.344734819;0.350905903;0.335522374;3;3;242;-242
D1;19.10.19;Augsburg;Bayern Munich;2;2;D;15;8;1.16;17;8.5;1.14;16.44;8.18;1.16;H;0;0;0;1;0.063266976;0.05582762;0.058199786;0;1;241;-241
D1;19.10.19;Fortuna Dusseldorf;Mainz;1;0;H;2.55;3.4;2.62;2.55;3.4;2.62;2.57;3.55;2.65;H;0;0;1;1;0.367203924;0.367203924;0.371229012;1;3;241;-241
D1;19.10.19;RB Leipzig;Wolfsburg;1;1;D;1.53;4.5;5.75;1.53;4.5;5.5;1.54;4.35;5.9;H;0;0;0;1;0.622631294;0.617977528;0.619179735;0;1;241;-241
D1;19.10.19;Union Berlin;Freiburg;2;0;H;2.5;3.5;2.7;2.55;3.3;2.7;2.58;3.45;2.69;H;0;0;1;1;0.378757515;0.36802974;0.369421655;2;3;241;-241
D1;19.10.19;Werder Bremen;Hertha;1;1;D;2.1;3.75;3.2;2.25;3.6;3;2.14;3.68;3.25;H;0;0;0;1;0.451212634;0.421052632;0.446431904;0;1;241;-241
D1;19.10.19;Dortmund;M'gladbach;1;0;H;1.44;5;6.5;1.53;4.75;5;1.47;4.83;6.25;H;0;0;1;1;0.662454138;0.614210901;0.649541367;1;3;241;-241
D1;20.10.19;FC Koln;Paderborn;3;0;H;1.65;4.5;4.33;1.65;4.5;4.33;1.68;4.36;4.5;H;0;0;1;1;0.572171079;0.572171079;0.56861654;3;3;240;-240
D1;20.10.19;Hoffenheim;Schalke 04;2;0;H;2.75;3.4;2.55;2.62;3.6;2.55;2.69;3.52;2.55;H;0;0;1;1;0.346349745;0.36294627;0.35472232;2;3;240;-240
D1;25.10.19;Mainz;FC Koln;3;1;H;2.5;3.6;2.62;2.55;3.6;2.55;2.55;3.54;2.7;H;0;0;1;1;0.377551837;0.369230769;0.375265018;2;3;235;-235
D1;26.10.19;Bayern Munich;Union Berlin;2;1;H;1.09;12;19;1.09;12;19;1.11;10.24;20.85;H;1;0;1;1;0.870927079;0.870927079;0.860854976;1;3;234;-234
D1;26.10.19;Freiburg;RB Leipzig;2;1;H;4;3.8;1.85;4.75;4.2;1.65;3.96;3.74;1.9;H;0;0;1;1;0.237259534;0.199611147;0.241369003;1;3;234;-234
D1;26.10.19;Hertha;Hoffenheim;2;3;A;2.05;3.6;3.6;2;3.9;3.3;2.1;3.66;3.37;H;0;0;0;1;0.467532468;0.471947195;0.455183561;-1;0;234;-234
D1;26.10.19;Paderborn;Fortuna Dusseldorf;2;0;H;2.37;3.75;2.7;2.5;3.75;2.6;2.38;3.85;2.73;H;0;0;1;1;0.39844165;0.380487805;0.401610185;2;3;234;-234
D1;26.10.19;Schalke 04;Dortmund;0;0;D;3.1;3.6;2.2;3.2;3.6;2.1;3.07;3.51;2.29;H;0;0;0;1;0.305791506;0.293023256;0.3110173;0;1;234;-234
D1;26.10.19;Leverkusen;Werder Bremen;2;2;D;1.57;4.33;5.5;1.65;4.33;4.5;1.62;4.29;5.1;H;0;0;0;1;0.606780965;0.572171079;0.589876735;0;1;234;-234
D1;27.10.19;Wolfsburg;Augsburg;0;0;D;1.57;4.33;5.5;1.57;4.33;5.5;1.59;4.19;5.6;H;0;0;0;1;0.606780965;0.606780965;0.60117704;0;1;233;-233
D1;27.10.19;M'gladbach;Ein Frankfurt;4;2;H;1.83;4;3.75;2.05;3.75;3.3;1.91;3.93;3.69;H;0;0;1;1;0.514006682;0.461280403;0.499096569;2;3;233;-233
D1;01.11.19;Hoffenheim;Paderborn;3;0;H;1.4;4.75;7;1.4;4.5;7;1.44;4.94;6.59;H;0;0;1;1;0.669014085;0.661764706;0.662246887;3;3;228;-228
D1;02.11.19;Dortmund;Wolfsburg;3;0;H;1.5;4.5;6.5;1.5;4.5;5.5;1.53;4.25;6.31;H;0;0;1;1;0.639344262;0.622641509;0.624035761;3;3;227;-227
